,user_id,week,google_search,emails_sent,browsing_time,google_emissions,emails_emissions,browsing_emissions
1695,32,32,4143,1337,296,20.715,5.348000000000001,10.655999999999999
1696,32,33,2850,1301,311,14.25,5.204000000000001,11.195999999999998
1697,32,34,3774,843,323,18.87,3.372,11.627999999999998
1698,32,35,1823,1062,160,9.115,4.248,5.76
1699,32,36,3583,822,223,17.915,3.2880000000000003,8.027999999999999
1700,32,37,8828,3166,593,44.14,12.664,21.348
1701,32,38,2818,1069,361,14.09,4.276,12.995999999999999
1702,32,39,3890,1576,311,19.45,6.304,11.196
1703,32,40,3008,1345,340,15.04,5.38,12.239999999999998
1704,32,41,4184,1735,446,20.92,6.94,16.055999999999997
1705,32,42,7225,2948,700,36.125,11.792,25.2
1706,32,43,2651,963,117,13.254999999999999,3.8520000000000003,4.212
1707,32,44,4097,1605,295,20.485,6.42,10.62
1708,32,45,1493,550,200,7.465,2.2,7.199999999999999
1709,32,46,3423,1524,316,17.115000000000002,6.096,11.376
1710,32,47,4122,1539,428,20.61,6.156,15.408
1711,32,48,3201,1824,400,16.005000000000003,7.296,14.399999999999999
1712,32,49,5614,2045,307,28.07,8.18,11.052
1713,32,50,3151,1227,209,15.755,4.908,7.523999999999999
1714,32,51,3239,1005,317,16.195,4.0200000000000005,11.411999999999999
1715,33,0,6349,2224,573,31.745,8.896,20.628
1716,33,1,3372,1211,178,16.86,4.844,6.4079999999999995
1717,33,2,2869,1034,365,14.345,4.136,13.139999999999999
1718,33,3,3134,819,128,15.670000000000002,3.276,4.608
1719,33,4,3628,1402,218,18.14,5.6080000000000005,7.848
1720,33,5,2956,1087,211,14.780000000000001,4.348000000000001,7.595999999999999
1721,33,6,4270,1564,434,21.35,6.256,15.623999999999999
1722,33,7,3623,1390,248,18.115000000000002,5.5600000000000005,8.927999999999999
1723,33,8,3232,1265,357,16.16,5.0600000000000005,12.851999999999999
1724,33,9,6567,2306,396,32.835,9.224,14.255999999999998
1725,33,10,2140,582,190,10.700000000000001,2.3280000000000003,6.84
1726,33,11,2937,1292,245,14.685,5.168,8.82
1727,33,12,7215,2111,559,36.075,8.443999999999999,20.124
1728,33,13,4496,1156,266,22.48,4.6240000000000006,9.575999999999999
1729,33,14,5691,1934,499,28.455000000000002,7.736000000000001,17.964
1730,33,15,2813,1560,271,14.065,6.24,9.756
1731,33,16,3835,1341,385,19.175,5.364000000000001,13.86
1732,33,17,2984,1329,357,14.92,5.316,12.851999999999999
1733,33,18,4390,1299,297,21.95,5.196,10.691999999999998
1734,33,19,3048,1184,188,15.24,4.736,6.767999999999999
1735,33,20,5068,1375,370,25.34,5.5,13.319999999999999
1736,33,21,6202,2178,457,31.01,8.712,16.451999999999998
1737,33,22,5220,1358,341,26.1,5.432,12.276
1738,33,23,3768,1026,323,18.84,4.104,11.628
1739,33,24,2741,1670,248,13.705,6.680000000000001,8.927999999999999
1740,33,25,3434,908,282,17.17,3.632,10.152
1741,33,26,6241,2454,414,31.205000000000002,9.816,14.903999999999998
1742,33,27,2846,1856,319,14.23,7.424,11.483999999999998
1743,33,28,3471,1234,185,17.355,4.936,6.659999999999999
1744,33,29,380,265,108,1.9,1.06,3.888
1745,33,30,4048,1747,364,20.240000000000002,6.988,13.104
1746,33,31,4073,2048,514,20.365000000000002,8.192,18.503999999999998
1747,33,32,4113,1308,556,20.565,5.232,20.016
1748,33,33,3977,1820,342,19.885,7.28,12.312
1749,33,34,3335,1285,224,16.675,5.14,8.064
1750,33,35,6592,1991,515,32.96,7.964,18.54
1751,33,36,2455,1117,221,12.274999999999999,4.468,7.9559999999999995
1752,33,37,2687,1261,355,13.435,5.0440000000000005,12.78
1753,33,38,4069,1578,398,20.345,6.312,14.328
1754,33,39,6478,1587,538,32.39,6.348,19.368
1755,33,40,1122,639,147,5.61,2.556,5.292
1756,33,41,2870,1320,264,14.35,5.28,9.504
1757,33,42,3094,1606,325,15.47,6.424,11.7
1758,33,43,6710,2178,674,33.550000000000004,8.712,24.264
1759,33,44,6566,2124,451,32.83,8.496,16.235999999999997
1760,33,45,4407,1739,426,22.035,6.9559999999999995,15.335999999999999
1761,33,46,5850,2369,476,29.25,9.476,17.136
1762,33,47,2645,770,198,13.225,3.08,7.127999999999999
1763,33,48,2296,1239,337,11.48,4.956,12.132
1764,33,49,1755,1150,240,8.775,4.6,8.639999999999999
1765,33,50,7341,2443,413,36.705,9.772,14.867999999999999
1766,33,51,4227,1123,412,21.135,4.492,14.831999999999999
1767,34,0,984,931,126,4.92,3.724,4.536
1768,34,1,5193,2099,478,25.965,8.396,17.208
1769,34,2,3591,1474,273,17.955000000000002,5.896,9.828
1770,34,3,6348,2547,776,31.74,10.188,27.935999999999996
1771,34,4,3973,1033,233,19.865000000000002,4.132,8.388
1772,34,5,1291,1149,220,6.455,4.596,7.919999999999999
1773,34,6,4648,1498,384,23.24,5.992,13.823999999999998
1774,34,7,2131,1122,178,10.655,4.4879999999999995,6.4079999999999995
1775,34,8,5735,1977,486,28.675,7.908,17.496
1776,34,9,4317,1572,488,21.585,6.288,17.567999999999998
1777,34,10,2460,489,136,12.3,1.956,4.896
1778,34,11,8192,2643,658,40.96,10.572000000000001,23.688
1779,34,12,3044,1325,408,15.22,5.3,14.687999999999999
1780,34,13,2874,1047,239,14.370000000000001,4.188,8.604
1781,34,14,2810,1212,242,14.05,4.848,8.712
1782,34,15,3458,1117,280,17.29,4.468,10.079999999999998
1783,34,16,575,588,10,2.875,2.3520000000000003,0.36
1784,34,17,4459,1786,425,22.295,7.144,15.299999999999999
1785,34,18,3904,843,316,19.52,3.372,11.376
1786,34,19,3995,1370,474,19.975,5.48,17.064
1787,34,20,3729,1574,331,18.645,6.296,11.915999999999999
1788,34,21,4767,1416,318,23.835,5.664,11.447999999999999
1789,34,22,5876,2432,513,29.38,9.728,18.468
1790,34,23,2244,899,197,11.22,3.596,7.092
1791,34,24,3961,1688,477,19.805,6.752,17.171999999999997
1792,34,25,2482,1072,232,12.41,4.288,8.352
1793,34,26,2839,1447,262,14.195,5.788,9.432
1794,34,27,5875,2481,504,29.375,9.924,18.144
1795,34,28,5720,1736,333,28.6,6.944,11.988
1796,34,29,2384,664,189,11.92,2.656,6.803999999999999
1797,34,30,2693,696,237,13.465,2.7840000000000003,8.532
1798,34,31,3303,1610,277,16.515,6.44,9.972
1799,34,32,4773,2198,422,23.865000000000002,8.792,15.191999999999998
1800,34,33,2775,1090,276,13.875,4.36,9.935999999999998
1801,34,34,6902,2248,604,34.51,8.992,21.744
1802,34,35,4610,1745,272,23.05,6.98,9.792
1803,34,36,1576,737,114,7.88,2.9480000000000004,4.103999999999999
1804,34,37,5173,1813,223,25.865000000000002,7.252000000000001,8.027999999999999
1805,34,38,4267,1337,231,21.335,5.348,8.315999999999999
1806,34,39,3620,1479,342,18.1,5.916,12.311999999999998
1807,34,40,2451,1149,226,12.255,4.596,8.136
1808,34,41,4862,1653,378,24.310000000000002,6.612,13.607999999999999
1809,34,42,2609,1188,249,13.045,4.752000000000001,8.963999999999999
1810,34,43,4453,779,418,22.265,3.116,15.048
1811,34,44,3897,1825,374,19.485,7.3,13.463999999999999
1812,34,45,1949,1116,202,9.745000000000001,4.464,7.271999999999999
1813,34,46,2796,1896,452,13.98,7.5840000000000005,16.272
1814,34,47,4675,2122,383,23.375,8.488,13.787999999999998
1815,34,48,3181,1413,318,15.905000000000001,5.652,11.448
1816,34,49,4072,2129,370,20.36,8.516,13.319999999999999
1817,34,50,3141,898,223,15.705,3.592,8.027999999999999
1818,34,51,4914,1166,435,24.57,4.664,15.659999999999998
1819,35,0,4869,1115,337,24.345,4.46,12.131999999999998
1820,35,1,2617,1787,229,13.085,7.148000000000001,8.244
1821,35,2,5679,1550,328,28.395,6.2,11.807999999999998
1822,35,3,7261,2492,509,36.305,9.968,18.323999999999998
1823,35,4,3657,790,276,18.285,3.16,9.935999999999998
1824,35,5,4834,1914,534,24.17,7.656000000000001,19.223999999999997
1825,35,6,6845,2633,609,34.225,10.532,21.924
1826,35,7,3639,1783,315,18.195,7.132000000000001,11.34
1827,35,8,3048,1619,454,15.240000000000002,6.476,16.343999999999998
1828,35,9,5250,2072,525,26.25,8.288,18.9
1829,35,10,2907,1341,368,14.535,5.364,13.248
1830,35,11,2667,1483,257,13.334999999999999,5.932,9.251999999999999
1831,35,12,3027,1261,350,15.135,5.0440000000000005,12.6
1832,35,13,4558,1671,458,22.79,6.684,16.488
1833,35,14,108,53,47,0.54,0.212,1.692
1834,35,15,1091,459,120,5.455,1.836,4.319999999999999
1835,35,16,3320,1100,217,16.6,4.4,7.811999999999999
1836,35,17,4252,1103,306,21.26,4.412,11.016
1837,35,18,5162,857,183,25.810000000000002,3.428,6.587999999999999
1838,35,19,3307,1296,343,16.535,5.184,12.347999999999999
1839,35,20,2139,712,47,10.695,2.848,1.6919999999999997
1840,35,21,3909,1144,219,19.545,4.5760000000000005,7.884
1841,35,22,3610,1120,190,18.05,4.48,6.84
1842,35,23,4183,2051,400,20.915,8.204,14.399999999999999
1843,35,24,2577,1282,230,12.885,5.128,8.28
1844,35,25,4482,1740,456,22.41,6.96,16.416
1845,35,26,3841,741,167,19.205000000000002,2.964,6.012
1846,35,27,5373,1897,425,26.865000000000002,7.588,15.299999999999999
1847,35,28,4713,1841,323,23.565,7.364,11.628
1848,35,29,2868,645,243,14.34,2.58,8.748
1849,35,30,4906,1744,454,24.53,6.976,16.343999999999998
1850,35,31,6191,2251,516,30.955000000000002,9.004,18.575999999999997
1851,35,32,4458,2229,416,22.29,8.916,14.975999999999999
1852,35,33,3213,1628,390,16.065,6.5120000000000005,14.04
1853,35,34,4652,1361,306,23.26,5.444,11.015999999999998
1854,35,35,5069,1896,372,25.345,7.5840000000000005,13.392
1855,35,36,4896,2083,313,24.48,8.332,11.267999999999999
1856,35,37,4575,1934,264,22.875,7.736000000000001,9.504
1857,35,38,2588,927,194,12.940000000000001,3.708,6.983999999999999
1858,35,39,1096,383,149,5.48,1.532,5.363999999999999
1859,35,40,3647,1053,204,18.235,4.212,7.343999999999999
1860,35,41,5644,1739,361,28.220000000000002,6.9559999999999995,12.995999999999999
1861,35,42,3454,1234,311,17.27,4.936,11.195999999999998
1862,35,43,3566,1277,288,17.830000000000002,5.1080000000000005,10.367999999999999
1863,35,44,2620,1023,256,13.100000000000001,4.092,9.216
1864,35,45,4557,1922,351,22.785,7.688000000000001,12.636
1865,35,46,3354,1439,299,16.77,5.756,10.764
1866,35,47,3990,1126,332,19.95,4.5040000000000004,11.952
1867,35,48,893,560,85,4.465,2.24,3.06
1868,35,49,5502,2091,391,27.51,8.364,14.075999999999999
1869,35,50,1738,477,182,8.690000000000001,1.9080000000000001,6.552
1870,35,51,3712,1206,444,18.560000000000002,4.824,15.983999999999998
1871,36,0,6790,1932,503,33.95,7.728000000000001,18.107999999999997
1872,36,1,6982,2675,556,34.910000000000004,10.7,20.016
1873,36,2,3665,1309,329,18.325,5.236000000000001,11.844
1874,36,3,2481,979,225,12.405,3.9160000000000004,8.1
1875,36,4,4736,2122,501,23.68,8.488,18.035999999999998
1876,36,5,2306,746,243,11.53,2.984,8.748
1877,36,6,4880,1514,305,24.400000000000002,6.056,10.979999999999999
1878,36,7,1951,477,51,9.754999999999999,1.908,1.8359999999999999
1879,36,8,5135,1657,319,25.675,6.628,11.483999999999998
1880,36,9,7497,2888,712,37.485,11.552,25.631999999999998
1881,36,10,3623,1215,303,18.115000000000002,4.86,10.908
1882,36,11,5157,2248,636,25.785,8.992,22.895999999999997
1883,36,12,3883,1225,177,19.415,4.9,6.372
1884,36,13,3789,1644,340,18.945,6.5760000000000005,12.239999999999998
1885,36,14,3453,1041,359,17.265,4.164,12.924
1886,36,15,3692,1547,247,18.46,6.188000000000001,8.892
1887,36,16,6452,2324,503,32.26,9.296000000000001,18.107999999999997
1888,36,17,3945,1139,218,19.725,4.556,7.847999999999999
1889,36,18,4557,2001,328,22.785,8.004000000000001,11.808
1890,36,19,4636,2051,551,23.18,8.204,19.836
1891,36,20,4274,1942,300,21.37,7.768000000000001,10.799999999999999
1892,36,21,3417,1788,500,17.085,7.152,18.0
1893,36,22,1282,377,95,6.41,1.508,3.42
1894,36,23,5412,2005,479,27.06,8.02,17.244
1895,36,24,3455,1046,397,17.275,4.184,14.291999999999998
1896,36,25,3437,2028,252,17.185,8.112,9.072
1897,36,26,6957,2283,440,34.785000000000004,9.132,15.839999999999998
1898,36,27,2177,1451,253,10.885,5.804,9.107999999999999
1899,36,28,2770,883,251,13.85,3.532,9.036
1900,36,29,5396,2331,590,26.98,9.324,21.24
1901,36,30,4247,1304,203,21.235,5.216,7.307999999999999
1902,36,31,3951,1253,296,19.755,5.0120000000000005,10.655999999999999
1903,36,32,4236,2156,320,21.18,8.624,11.52
1904,36,33,5152,1894,394,25.76,7.5760000000000005,14.184
1905,36,34,1906,638,195,9.530000000000001,2.552,7.02
1906,36,35,3100,1584,374,15.5,6.336,13.463999999999999
1907,36,36,2704,846,250,13.520000000000001,3.3840000000000003,9.0
1908,36,37,2501,760,253,12.505,3.04,9.107999999999999
1909,36,38,3409,1565,304,17.045,6.26,10.943999999999999
1910,36,39,1358,973,112,6.790000000000001,3.8920000000000003,4.032
1911,36,40,5281,1478,493,26.405,5.912,17.748
1912,36,41,3381,1272,406,16.905,5.088,14.615999999999998
1913,36,42,4890,1885,455,24.450000000000003,7.54,16.38
1914,36,43,7734,2837,685,38.67,11.348,24.66
1915,36,44,2929,1437,275,14.645000000000001,5.748,9.899999999999999
1916,36,45,1226,687,319,6.130000000000001,2.7479999999999998,11.483999999999998
1917,36,46,5535,2659,488,27.675,10.636,17.567999999999998
1918,36,47,2821,1202,191,14.105,4.808,6.8759999999999994
1919,36,48,2837,1123,432,14.185,4.492,15.552
1920,36,49,3435,1285,116,17.175,5.14,4.176
1921,36,50,5087,1762,369,25.435000000000002,7.048,13.283999999999999
1922,36,51,3863,1331,371,19.315,5.324,13.355999999999998
1923,37,0,3671,1344,315,18.355,5.376,11.339999999999998
1924,37,1,4314,1330,406,21.57,5.32,14.616
1925,37,2,2969,806,195,14.845,3.224,7.02
1926,37,3,4175,572,215,20.875,2.288,7.739999999999999
1927,37,4,3595,1561,353,17.975,6.244,12.707999999999998
1928,37,5,2466,1410,303,12.33,5.640000000000001,10.907999999999998
1929,37,6,6183,1754,466,30.915000000000003,7.016,16.776
1930,37,7,3435,1363,297,17.175,5.452,10.691999999999998
1931,37,8,3530,1436,250,17.65,5.744,9.0
1932,37,9,3485,1194,363,17.425,4.776,13.067999999999998
1933,37,10,3108,1191,243,15.54,4.764,8.748
1934,37,11,3519,881,148,17.595,3.524,5.327999999999999
1935,37,12,4185,2220,570,20.925,8.88,20.52
1936,37,13,2927,975,243,14.635,3.9000000000000004,8.748
1937,37,14,2900,841,254,14.5,3.364,9.143999999999998
1938,37,15,4377,2185,355,21.885,8.74,12.78
1939,37,16,2455,1114,210,12.275,4.4559999999999995,7.56
1940,37,17,883,170,37,4.415,0.68,1.3319999999999999
1941,37,18,2944,1558,272,14.72,6.232,9.791999999999998
1942,37,19,1756,799,207,8.78,3.196,7.452
1943,37,20,6422,2632,520,32.11,10.528,18.72
1944,37,21,3584,1155,311,17.92,4.62,11.196
1945,37,22,3972,1965,453,19.86,7.86,16.308
1946,37,23,4769,1698,321,23.845,6.792000000000001,11.556
1947,37,24,2726,1060,226,13.63,4.24,8.136
1948,37,25,3082,1213,190,15.41,4.852,6.839999999999999
1949,37,26,2851,917,194,14.255,3.668,6.984
1950,37,27,2672,1458,362,13.36,5.832,13.031999999999998
1951,37,28,2614,1380,236,13.07,5.52,8.495999999999999
1952,37,29,5361,1467,264,26.805,5.868,9.504
1953,37,30,3787,1391,290,18.935000000000002,5.564,10.44
1954,37,31,2958,1382,278,14.79,5.528,10.008
1955,37,32,3129,1516,303,15.645,6.064,10.908
1956,37,33,2690,650,213,13.45,2.6,7.667999999999999
1957,37,34,3521,969,223,17.605,3.8760000000000003,8.027999999999999
1958,37,35,6164,2052,528,30.82,8.208,19.008
1959,37,36,8758,2905,616,43.79,11.620000000000001,22.176
1960,37,37,4456,1307,505,22.28,5.228,18.18
1961,37,38,4096,1308,370,20.48,5.232,13.319999999999999
1962,37,39,2316,1394,241,11.58,5.576,8.676
1963,37,40,3328,1097,118,16.64,4.388,4.247999999999999
1964,37,41,4434,1646,322,22.17,6.5840000000000005,11.591999999999999
1965,37,42,4375,2314,328,21.875,9.256,11.808
1966,37,43,3996,1457,304,19.98,5.827999999999999,10.943999999999999
1967,37,44,3474,1186,439,17.37,4.744,15.803999999999998
1968,37,45,4491,1627,416,22.455,6.508,14.975999999999999
1969,37,46,5987,2123,423,29.935000000000002,8.492,15.227999999999998
1970,37,47,3019,1372,241,15.095,5.488,8.675999999999998
1971,37,48,4586,1092,284,22.93,4.368,10.224
1972,37,49,5919,2799,564,29.595,11.196000000000002,20.304
1973,37,50,6335,1480,347,31.675,5.92,12.491999999999999
1974,37,51,4348,1320,323,21.740000000000002,5.28,11.627999999999998
1975,38,0,4050,1973,467,20.25,7.892,16.811999999999998
1976,38,1,4762,1136,389,23.810000000000002,4.544,14.004
1977,38,2,3581,1827,291,17.905,7.308,10.475999999999999
1978,38,3,4285,1783,393,21.425,7.132000000000001,14.148
1979,38,4,2645,744,154,13.225000000000001,2.976,5.543999999999999
1980,38,5,1487,526,110,7.4350000000000005,2.104,3.9599999999999995
1981,38,6,4362,907,300,21.81,3.628,10.8
1982,38,7,4426,1442,421,22.13,5.768,15.155999999999999
1983,38,8,3180,1018,282,15.9,4.072,10.152
1984,38,9,3466,1625,305,17.330000000000002,6.5,10.979999999999999
1985,38,10,3599,1842,403,17.995,7.368,14.508
1986,38,11,3828,1455,283,19.14,5.82,10.187999999999999
1987,38,12,3761,1184,266,18.805,4.736000000000001,9.575999999999999
1988,38,13,4318,2340,443,21.59,9.36,15.947999999999999
1989,38,14,5058,1829,318,25.29,7.316000000000001,11.448
1990,38,15,2846,705,191,14.23,2.82,6.8759999999999994
1991,38,16,3502,1060,260,17.509999999999998,4.24,9.36
1992,38,17,4177,1275,279,20.885,5.1,10.043999999999999
1993,38,18,4999,1615,278,24.995,6.46,10.008
1994,38,19,3005,1452,376,15.025,5.808,13.536
1995,38,20,1541,559,59,7.705,2.236,2.1239999999999997
1996,38,21,3903,1450,382,19.515,5.800000000000001,13.751999999999999
1997,38,22,2645,1104,173,13.225,4.416,6.228
1998,38,23,6976,2130,680,34.88,8.52,24.479999999999997
1999,38,24,7245,2108,577,36.225,8.432,20.772
2000,38,25,2649,1528,332,13.245,6.112,11.951999999999998
2001,38,26,3837,1051,210,19.185000000000002,4.204,7.56
2002,38,27,2388,888,215,11.94,3.552,7.739999999999999
2003,38,28,3809,849,322,19.045,3.396,11.591999999999999
2004,38,29,1559,791,145,7.795,3.164,5.22
2005,38,30,4173,1838,370,20.865000000000002,7.352,13.319999999999999
2006,38,31,6435,2247,577,32.175000000000004,8.988,20.772
2007,38,32,6075,1291,399,30.375,5.164,14.363999999999999
2008,38,33,2938,1617,382,14.69,6.468,13.751999999999999
2009,38,34,5748,1916,435,28.740000000000002,7.664000000000001,15.659999999999998
2010,38,35,6318,2342,548,31.59,9.368,19.727999999999998
2011,38,36,2415,1434,219,12.075,5.736,7.8839999999999995
2012,38,37,3641,2024,446,18.205,8.096,16.055999999999997
2013,38,38,2731,584,109,13.655000000000001,2.336,3.9239999999999995
2014,38,39,2971,1188,314,14.855,4.752,11.303999999999998
2015,38,40,3731,1299,168,18.655,5.196000000000001,6.047999999999999
2016,38,41,6135,2148,338,30.675,8.592,12.168
2017,38,42,4611,1739,421,23.055,6.956,15.155999999999999
2018,38,43,3702,1243,343,18.51,4.972,12.347999999999999
2019,38,44,3138,976,250,15.690000000000001,3.9040000000000004,9.0
2020,38,45,5553,1559,377,27.765,6.236,13.572
2021,38,46,3415,1342,290,17.075,5.368,10.44
2022,38,47,6824,2095,554,34.12,8.38,19.944
2023,38,48,673,915,238,3.365,3.66,8.568
2024,38,49,3671,1170,424,18.355,4.68,15.264
2025,38,50,5764,2024,478,28.82,8.096,17.208
2026,38,51,2688,1795,444,13.440000000000001,7.18,15.983999999999998
2027,39,0,3939,1149,335,19.695,4.596,12.059999999999999
2028,39,1,3422,962,260,17.11,3.8480000000000003,9.36
2029,39,2,2835,1699,401,14.175,6.796,14.436
2030,39,3,1307,617,103,6.535,2.468,3.7079999999999997
2031,39,4,3910,1814,404,19.55,7.256,14.543999999999999
2032,39,5,3687,1710,295,18.435000000000002,6.84,10.62
2033,39,6,4278,938,453,21.39,3.752,16.308
2034,39,7,5783,1925,454,28.915000000000003,7.7,16.343999999999998
2035,39,8,4567,1348,387,22.835,5.392,13.931999999999999
2036,39,9,3810,1421,264,19.05,5.684,9.504
2037,39,10,3005,452,234,15.025,1.8079999999999998,8.424
2038,39,11,5878,1934,522,29.39,7.736,18.791999999999998
2039,39,12,3063,1133,207,15.315000000000001,4.532,7.452
2040,39,13,3849,1538,346,19.245,6.152,12.456
2041,39,14,3114,959,303,15.57,3.8360000000000003,10.908
2042,39,15,2439,1169,200,12.195,4.676,7.199999999999999
2043,39,16,5092,1542,321,25.46,6.168,11.556
2044,39,17,4996,1325,301,24.98,5.3,10.835999999999999
2045,39,18,1630,1135,198,8.15,4.54,7.127999999999999
2046,39,19,4817,1406,389,24.085,5.6240000000000006,14.004
2047,39,20,4808,1609,372,24.04,6.436,13.392
2048,39,21,2729,894,276,13.645,3.576,9.936
2049,39,22,4249,1746,328,21.245,6.984,11.808
2050,39,23,4711,1352,502,23.555,5.4079999999999995,18.072
2051,39,24,3227,1270,298,16.135,5.08,10.727999999999998
2052,39,25,3805,1518,332,19.025000000000002,6.072,11.951999999999998
2053,39,26,4571,1595,422,22.855,6.38,15.191999999999998
2054,39,27,4334,1514,335,21.67,6.056,12.059999999999999
2055,39,28,5184,1694,348,25.92,6.776,12.527999999999999
2056,39,29,5203,1607,421,26.015,6.428,15.155999999999999
2057,39,30,2779,1100,196,13.895,4.4,7.055999999999999
2058,39,31,3565,1216,208,17.825,4.864,7.4879999999999995
2059,39,32,2750,1140,369,13.75,4.5600000000000005,13.283999999999999
2060,39,33,4337,1960,288,21.685,7.84,10.367999999999999
2061,39,34,1524,1156,227,7.62,4.6240000000000006,8.171999999999999
2062,39,35,2254,1185,221,11.27,4.74,7.9559999999999995
2063,39,36,2723,1023,457,13.615,4.0920000000000005,16.451999999999998
2064,39,37,6825,3193,637,34.125,12.772,22.932
2065,39,38,5767,1371,338,28.835,5.484,12.168
2066,39,39,5562,1702,513,27.81,6.808,18.468
2067,39,40,6416,1894,543,32.08,7.5760000000000005,19.548
2068,39,41,3722,1217,277,18.61,4.868,9.972
2069,39,42,5302,1658,390,26.51,6.632,14.04
2070,39,43,4488,1778,385,22.44,7.112,13.86
2071,39,44,3106,1330,367,15.530000000000001,5.32,13.212
2072,39,45,4815,1929,581,24.075,7.716,20.915999999999997
2073,39,46,4436,1415,583,22.18,5.66,20.988
2074,39,47,4392,2010,409,21.96,8.040000000000001,14.723999999999998
2075,39,48,2508,711,244,12.54,2.844,8.783999999999999
2076,39,49,3871,1876,368,19.355,7.5040000000000004,13.247999999999998
2077,39,50,2824,1081,233,14.120000000000001,4.324,8.387999999999998
2078,39,51,3861,1405,381,19.305,5.62,13.716
2079,40,0,4709,1260,363,23.545,5.04,13.068
2080,40,1,5104,2377,520,25.52,9.508000000000001,18.72
2081,40,2,3359,1368,278,16.795,5.472,10.008
2082,40,3,3461,1404,365,17.305,5.616,13.139999999999999
2083,40,4,5180,1898,423,25.9,7.5920000000000005,15.227999999999998
2084,40,5,2435,660,192,12.175,2.64,6.911999999999999
2085,40,6,4063,1414,271,20.315,5.656,9.756
2086,40,7,2609,756,202,13.045,3.024,7.271999999999999
2087,40,8,2372,995,150,11.86,3.98,5.3999999999999995
2088,40,9,4510,1416,333,22.55,5.664,11.988
2089,40,10,4111,1286,192,20.555,5.144,6.911999999999999
2090,40,11,2534,1386,280,12.67,5.5440000000000005,10.08
2091,40,12,4173,1934,243,20.865000000000002,7.736000000000001,8.748
2092,40,13,4782,1464,382,23.91,5.856,13.751999999999999
2093,40,14,3972,1596,320,19.86,6.384,11.52
2094,40,15,2771,1174,207,13.855,4.696,7.452
2095,40,16,5325,2137,644,26.625,8.548,23.183999999999997
2096,40,17,3644,1550,247,18.22,6.2,8.892
2097,40,18,1057,276,43,5.285,1.104,1.5479999999999998
2098,40,19,4981,2230,486,24.905,8.92,17.496
2099,40,20,3544,1467,392,17.72,5.868,14.111999999999998
2100,40,21,5103,2163,458,25.515,8.652,16.488
2101,40,22,3763,1725,449,18.815,6.9,16.163999999999998
2102,40,23,787,843,163,3.9350000000000005,3.3720000000000003,5.867999999999999
2103,40,24,2595,503,188,12.975000000000001,2.012,6.767999999999999
2104,40,25,3597,1556,352,17.985,6.224,12.671999999999999
2105,40,26,3505,1016,236,17.525,4.064,8.495999999999999
2106,40,27,608,362,100,3.04,1.448,3.5999999999999996
2107,40,28,2912,1145,181,14.56,4.58,6.516
2108,40,29,3027,1335,326,15.135,5.34,11.735999999999999
2109,40,30,7786,3237,762,38.93,12.948,27.432
2110,40,31,2635,975,267,13.175,3.9,9.611999999999998
2111,40,32,4506,1355,316,22.53,5.42,11.376
2112,40,33,5969,1586,428,29.845,6.344,15.408
2113,40,34,3945,1851,321,19.725,7.404,11.556
2114,40,35,3597,1074,361,17.985,4.296,12.995999999999999
2115,40,36,3190,1129,282,15.95,4.516,10.152
2116,40,37,2700,1447,237,13.5,5.788,8.532
2117,40,38,4274,1668,474,21.37,6.672000000000001,17.064
2118,40,39,2607,1167,160,13.035,4.668,5.76
2119,40,40,5534,1617,405,27.67,6.468,14.579999999999998
2120,40,41,4214,1876,393,21.07,7.5040000000000004,14.148
2121,40,42,2943,1281,351,14.715,5.1240000000000006,12.636
2122,40,43,5616,1922,400,28.080000000000002,7.688000000000001,14.399999999999999
2123,40,44,5637,2489,594,28.185000000000002,9.956,21.384
2124,40,45,1924,848,199,9.62,3.3920000000000003,7.164
2125,40,46,2393,428,72,11.965,1.712,2.5919999999999996
2126,40,47,3162,1191,316,15.81,4.764,11.376
2127,40,48,2749,1078,238,13.745000000000001,4.312,8.568
2128,40,49,2281,643,230,11.405,2.572,8.28
2129,40,50,5641,2358,342,28.205000000000002,9.432,12.312
2130,40,51,4679,1475,331,23.395,5.9,11.915999999999999
2131,41,0,7684,2362,519,38.42,9.448,18.683999999999997
2132,41,1,1144,329,155,5.720000000000001,1.316,5.579999999999999
2133,41,2,3997,1891,532,19.985,7.564,19.151999999999997
2134,41,3,5878,2101,507,29.39,8.404,18.252
2135,41,4,1932,585,119,9.66,2.34,4.283999999999999
2136,41,5,3444,853,187,17.22,3.412,6.731999999999999
2137,41,6,2506,877,186,12.530000000000001,3.508,6.696
2138,41,7,3675,1132,356,18.375,4.5280000000000005,12.815999999999999
2139,41,8,4938,2228,420,24.69,8.912,15.12
2140,41,9,5322,2115,445,26.61,8.46,16.02
2141,41,10,1283,732,155,6.415,2.928,5.579999999999999
2142,41,11,2484,524,160,12.42,2.096,5.76
2143,41,12,6497,2442,534,32.485,9.768,19.223999999999997
2144,41,13,2570,695,135,12.85,2.7800000000000002,4.859999999999999
2145,41,14,5825,1452,300,29.125,5.808,10.799999999999999
2146,41,15,3783,1106,425,18.915,4.424,15.299999999999999
2147,41,16,2204,1444,252,11.02,5.776,9.072
2148,41,17,4356,1090,372,21.78,4.36,13.392
2149,41,18,3926,1347,281,19.63,5.388,10.116
2150,41,19,3427,1498,239,17.135,5.992,8.604
2151,41,20,2629,1526,346,13.145,6.104,12.456
2152,41,21,4932,2169,499,24.66,8.676,17.964
